ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
974,Subarray Sums Divisible by K,MEDIUM,55.716633477293065,"Array, Hash Table, Prefix Sum",False,TO_DO,https://leetcode.com/problems/subarray-sums-divisible-by-k/
975,Odd Even Jump,HARD,40.7916453481655,"Array, Dynamic Programming, Stack, Sorting, Monotonic Stack, Ordered Set",False,TO_DO,https://leetcode.com/problems/odd-even-jump/
976,Largest Perimeter Triangle,EASY,57.6261695564085,"Array, Math, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/largest-perimeter-triangle/
977,Squares of a Sorted Array,EASY,73.30938485383436,"Array, Two Pointers, Sorting",False,TO_DO,https://leetcode.com/problems/squares-of-a-sorted-array/
978,Longest Turbulent Subarray,MEDIUM,48.251899104762785,"Array, Dynamic Programming, Sliding Window",False,TO_DO,https://leetcode.com/problems/longest-turbulent-subarray/
979,Distribute Coins in Binary Tree,MEDIUM,77.18923354083799,"Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/distribute-coins-in-binary-tree/
980,Unique Paths III,HARD,82.4664347826087,"Array, Backtracking, Bit Manipulation, Matrix",False,TO_DO,https://leetcode.com/problems/unique-paths-iii/
981,Time Based Key-Value Store,MEDIUM,49.47131663646145,"Hash Table, String, Binary Search, Design",False,TO_DO,https://leetcode.com/problems/time-based-key-value-store/
982,Triples with Bitwise AND Equal To Zero,HARD,59.566501423900434,"Array, Hash Table, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/
983,Minimum Cost For Tickets,MEDIUM,67.42034615939116,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/minimum-cost-for-tickets/
984,String Without AAA or BBB,MEDIUM,44.64540956569544,"String, Greedy",False,TO_DO,https://leetcode.com/problems/string-without-aaa-or-bbb/
985,Sum of Even Numbers After Queries,MEDIUM,68.60627655200767,"Array, Simulation",False,TO_DO,https://leetcode.com/problems/sum-of-even-numbers-after-queries/
986,Interval List Intersections,MEDIUM,72.7783118842589,"Array, Two Pointers, Line Sweep",False,TO_DO,https://leetcode.com/problems/interval-list-intersections/
987,Vertical Order Traversal of a Binary Tree,HARD,52.08345498163145,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree",False,TO_DO,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
988,Smallest String Starting From Leaf,MEDIUM,60.936027188372876,"String, Backtracking, Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/smallest-string-starting-from-leaf/
989,Add to Array-Form of Integer,EASY,45.12266473569877,"Array, Math",False,TO_DO,https://leetcode.com/problems/add-to-array-form-of-integer/
990,Satisfiability of Equality Equations,MEDIUM,51.195472105650865,"Array, String, Union Find, Graph",False,TO_DO,https://leetcode.com/problems/satisfiability-of-equality-equations/
991,Broken Calculator,MEDIUM,55.30866235790557,"Math, Greedy",False,TO_DO,https://leetcode.com/problems/broken-calculator/
992,Subarrays with K Different Integers,HARD,66.59087001727427,"Array, Hash Table, Sliding Window, Counting",False,TO_DO,https://leetcode.com/problems/subarrays-with-k-different-integers/
993,Cousins in Binary Tree,EASY,58.482739573725276,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/cousins-in-binary-tree/
994,Rotting Oranges,MEDIUM,57.18310120502048,"Array, Breadth-First Search, Matrix",False,TO_DO,https://leetcode.com/problems/rotting-oranges/
995,Minimum Number of K Consecutive Bit Flips,HARD,62.17435280610153,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/
996,Number of Squareful Arrays,HARD,50.6252056597565,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/number-of-squareful-arrays/
997,Find the Town Judge,EASY,50.15453088914863,"Array, Hash Table, Graph",False,TO_DO,https://leetcode.com/problems/find-the-town-judge/
998,Maximum Binary Tree II,MEDIUM,69.52853679313282,"Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/maximum-binary-tree-ii/
999,Available Captures for Rook,EASY,70.58082365587607,"Array, Matrix, Simulation",False,TO_DO,https://leetcode.com/problems/available-captures-for-rook/
1000,Minimum Cost to Merge Stones,HARD,44.708145032165156,"Array, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/minimum-cost-to-merge-stones/
1001,Grid Illumination,HARD,38.370639180287874,"Array, Hash Table",False,TO_DO,https://leetcode.com/problems/grid-illumination/
1002,Find Common Characters,EASY,74.56065282325075,"Array, Hash Table, String",False,TO_DO,https://leetcode.com/problems/find-common-characters/
1003,Check If Word Is Valid After Substitutions,MEDIUM,60.50998090074549,"String, Stack",False,TO_DO,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/
1004,Max Consecutive Ones III,MEDIUM,66.48697970246987,"Array, Binary Search, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/max-consecutive-ones-iii/
1005,Maximize Sum Of Array After K Negations,EASY,52.752375206704826,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/
1006,Clumsy Factorial,MEDIUM,59.74256482777529,"Math, Stack, Simulation",False,TO_DO,https://leetcode.com/problems/clumsy-factorial/
1007,Minimum Domino Rotations For Equal Row,MEDIUM,56.49644601159524,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/
1008,Construct Binary Search Tree from Preorder Traversal,MEDIUM,83.63683366940697,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree",False,TO_DO,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
1009,Complement of Base 10 Integer,EASY,60.64583391698651,Bit Manipulation,False,TO_DO,https://leetcode.com/problems/complement-of-base-10-integer/
1010,Pairs of Songs With Total Durations Divisible by 60,MEDIUM,53.30285386255535,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/
1011,Capacity To Ship Packages Within D Days,MEDIUM,72.67620770525511,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/
1012,Numbers With Repeated Digits,HARD,44.06434119589815,"Math, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/numbers-with-repeated-digits/
1013,Partition Array Into Three Parts With Equal Sum,EASY,42.15804741052787,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/
1014,Best Sightseeing Pair,MEDIUM,62.59331385913664,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/best-sightseeing-pair/
1015,Smallest Integer Divisible by K,MEDIUM,46.63163087717375,"Hash Table, Math",False,TO_DO,https://leetcode.com/problems/smallest-integer-divisible-by-k/
1016,Binary String With Substrings Representing 1 To N,MEDIUM,58.114671943666316,"Hash Table, String, Bit Manipulation, Sliding Window",False,TO_DO,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/
1017,Convert to Base -2,MEDIUM,61.411802771835845,Math,False,TO_DO,https://leetcode.com/problems/convert-to-base-2/
1018,Binary Prefix Divisible By 5,EASY,47.13768292938245,"Array, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/binary-prefix-divisible-by-5/
1019,Next Greater Node In Linked List,MEDIUM,62.61008934602786,"Array, Linked List, Stack, Monotonic Stack",False,TO_DO,https://leetcode.com/problems/next-greater-node-in-linked-list/
1020,Number of Enclaves,MEDIUM,71.01839972717086,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",False,TO_DO,https://leetcode.com/problems/number-of-enclaves/
1021,Remove Outermost Parentheses,EASY,86.11734857310421,"String, Stack",False,TO_DO,https://leetcode.com/problems/remove-outermost-parentheses/
1022,Sum of Root To Leaf Binary Numbers,EASY,73.5124234962851,"Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/
1023,Camelcase Matching,MEDIUM,64.19681057954104,"Array, Two Pointers, String, Trie, String Matching",False,TO_DO,https://leetcode.com/problems/camelcase-matching/
1024,Video Stitching,MEDIUM,52.12901391339189,"Array, Dynamic Programming, Greedy",False,TO_DO,https://leetcode.com/problems/video-stitching/
1025,Divisor Game,EASY,70.74156046972573,"Math, Dynamic Programming, Brainteaser, Game Theory",False,TO_DO,https://leetcode.com/problems/divisor-game/
1026,Maximum Difference Between Node and Ancestor,MEDIUM,78.08607880550326,"Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/
1027,Longest Arithmetic Subsequence,MEDIUM,49.59946579011564,"Array, Hash Table, Binary Search, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/longest-arithmetic-subsequence/
1028,Recover a Tree From Preorder Traversal,HARD,83.29728856486234,"String, Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/
1029,Two City Scheduling,MEDIUM,67.82021401899605,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/two-city-scheduling/
1030,Matrix Cells in Distance Order,EASY,73.11986496380054,"Array, Math, Geometry, Sorting, Matrix",False,TO_DO,https://leetcode.com/problems/matrix-cells-in-distance-order/
1031,Maximum Sum of Two Non-Overlapping Subarrays,MEDIUM,60.41647886054269,"Array, Dynamic Programming, Sliding Window",False,TO_DO,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays/
1032,Stream of Characters,HARD,51.37828307079093,"Array, String, Design, Trie, Data Stream",False,TO_DO,https://leetcode.com/problems/stream-of-characters/
1033,Moving Stones Until Consecutive,MEDIUM,49.953196041722386,"Math, Brainteaser",False,TO_DO,https://leetcode.com/problems/moving-stones-until-consecutive/
1034,Coloring A Border,MEDIUM,50.19923440263258,"Array, Depth-First Search, Breadth-First Search, Matrix",False,TO_DO,https://leetcode.com/problems/coloring-a-border/
1035,Uncrossed Lines,MEDIUM,64.57220802323089,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/uncrossed-lines/
1036,Escape a Large Maze,HARD,35.64651999672856,"Array, Hash Table, Depth-First Search, Breadth-First Search",False,TO_DO,https://leetcode.com/problems/escape-a-large-maze/
1037,Valid Boomerang,EASY,38.32870763496686,"Array, Math, Geometry",False,TO_DO,https://leetcode.com/problems/valid-boomerang/
1038,Binary Search Tree to Greater Sum Tree,MEDIUM,88.29516469877443,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",False,TO_DO,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/
1039,Minimum Score Triangulation of Polygon,MEDIUM,60.47087515242473,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/minimum-score-triangulation-of-polygon/
1040,Moving Stones Until Consecutive II,MEDIUM,57.77537329582342,"Array, Math, Sliding Window, Sorting",False,TO_DO,https://leetcode.com/problems/moving-stones-until-consecutive-ii/
1041,Robot Bounded In Circle,MEDIUM,56.26953350463674,"Math, String, Simulation",False,TO_DO,https://leetcode.com/problems/robot-bounded-in-circle/
1042,Flower Planting With No Adjacent,MEDIUM,52.70906851781286,"Depth-First Search, Breadth-First Search, Graph",False,TO_DO,https://leetcode.com/problems/flower-planting-with-no-adjacent/
1043,Partition Array for Maximum Sum,MEDIUM,77.16017691495773,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/partition-array-for-maximum-sum/
1044,Longest Duplicate Substring,HARD,30.884942218178825,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function",False,TO_DO,https://leetcode.com/problems/longest-duplicate-substring/
1045,Customers Who Bought All Products,MEDIUM,63.207679171393934,Database,False,TO_DO,https://leetcode.com/problems/customers-who-bought-all-products/
1046,Last Stone Weight,EASY,66.05977296552061,"Array, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/last-stone-weight/
1047,Remove All Adjacent Duplicates In String,EASY,71.95258896640289,"String, Stack",False,TO_DO,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
1048,Longest String Chain,MEDIUM,62.340673558536054,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting",False,TO_DO,https://leetcode.com/problems/longest-string-chain/
1049,Last Stone Weight II,MEDIUM,58.19163426533594,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/last-stone-weight-ii/
1050,Actors and Directors Who Cooperated At Least Three Times,EASY,70.72626707426879,Database,False,TO_DO,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/
1051,Height Checker,EASY,81.24794359576968,"Array, Sorting, Counting Sort",False,TO_DO,https://leetcode.com/problems/height-checker/
1052,Grumpy Bookstore Owner,MEDIUM,63.971382368222876,"Array, Sliding Window",False,TO_DO,https://leetcode.com/problems/grumpy-bookstore-owner/
1053,Previous Permutation With One Swap,MEDIUM,49.37306434962147,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/previous-permutation-with-one-swap/
1054,Distant Barcodes,MEDIUM,47.87981495900701,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting",False,TO_DO,https://leetcode.com/problems/distant-barcodes/
1055,Shortest Way to Form String,MEDIUM,61.376062298177914,"Two Pointers, String, Binary Search, Greedy",True,TO_DO,https://leetcode.com/problems/shortest-way-to-form-string/
1056,Confusing Number,EASY,49.293153030740164,Math,True,TO_DO,https://leetcode.com/problems/confusing-number/
1057,Campus Bikes,MEDIUM,59.02217819943355,"Array, Sorting, Heap (Priority Queue)",True,TO_DO,https://leetcode.com/problems/campus-bikes/
1058,Minimize Rounding Error to Meet Target,MEDIUM,45.59002560765711,"Array, Math, String, Greedy, Sorting",True,TO_DO,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/
1059,All Paths from Source Lead to Destination,MEDIUM,37.07119086865922,"Graph, Topological Sort",True,TO_DO,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/
1060,Missing Element in Sorted Array,MEDIUM,59.123350194778766,"Array, Binary Search",True,TO_DO,https://leetcode.com/problems/missing-element-in-sorted-array/
1061,Lexicographically Smallest Equivalent String,MEDIUM,81.11696424409118,"String, Union Find",False,TO_DO,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/
1062,Longest Repeating Substring,MEDIUM,63.22260569456428,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function",True,TO_DO,https://leetcode.com/problems/longest-repeating-substring/
1063,Number of Valid Subarrays,HARD,79.42030342760816,"Array, Stack, Monotonic Stack",True,TO_DO,https://leetcode.com/problems/number-of-valid-subarrays/
1064,Fixed Point,EASY,63.83901339344914,"Array, Binary Search",True,TO_DO,https://leetcode.com/problems/fixed-point/
1065,Index Pairs of a String,EASY,68.35189560130497,"Array, String, Trie, Sorting",True,TO_DO,https://leetcode.com/problems/index-pairs-of-a-string/
1066,Campus Bikes II,MEDIUM,55.309479151637575,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",True,TO_DO,https://leetcode.com/problems/campus-bikes-ii/
1067,Digit Count in Range,HARD,46.089356916470706,"Math, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/digit-count-in-range/
1068,Product Sales Analysis I,EASY,84.96267657758389,Database,False,TO_DO,https://leetcode.com/problems/product-sales-analysis-i/
1069,Product Sales Analysis II,EASY,82.3850511494885,Database,True,TO_DO,https://leetcode.com/problems/product-sales-analysis-ii/
1070,Product Sales Analysis III,MEDIUM,44.857544546457255,Database,False,TO_DO,https://leetcode.com/problems/product-sales-analysis-iii/
1071,Greatest Common Divisor of Strings,EASY,52.900203894668884,"Math, String",False,TO_DO,https://leetcode.com/problems/greatest-common-divisor-of-strings/
1072,Flip Columns For Maximum Number of Equal Rows,MEDIUM,78.5597934451271,"Array, Hash Table, Matrix",False,TO_DO,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/
1073,Adding Two Negabinary Numbers,MEDIUM,37.048209191183155,"Array, Math",False,TO_DO,https://leetcode.com/problems/adding-two-negabinary-numbers/
